264;268;204;206;1
264;269;204;216;0
248;255;281;280;1
278;283;281;279;1
267;273;239;241;1
267;279;239;246;0
277;281;207;209;1
268;272;326;326;1
240;242;337;329;1
240;240;337;333;0
297;296;335;336;1
297;299;335;337;0
511;511;352;354;1
511;513;352;359;0
583;583;355;354;1
583;584;355;358;0
524;523;278;283;1
524;520;278;288;0
601;600;292;294;1
522;522;236;237;1
